CODIGOS POSTALES
----------------

PROVINCIA;POBLACION;CODIGOPOSTAL
CORU—A;SISTO (MALLON);15846
CORU—A;SISTO (PI—EIRO);15893
CORU—A;SISTO (PRESARAS);15807
CORU—A;SISTO, O (BOEBRE);15609
CORU—A;SISTO, O (CACHEIRAS);15886
CORU—A;SISTO, O (MA—ON);15339
CORU—A;SISTO, O (MARROZOS);15893
CORU—A;SIVIL;15339
CORU—A;SIXTO (ARTEIXO);15142
CORU—A;SIXTO (BAI—AS);15127
CORU—A;SIXTO (BARBOS);15332
CORU—A;SIXTO (BURRES);15819
CORU—A;SIXTO (CAMBRE);15660
CORU—A;SIXTO (CARELLE);15814
CORU—A;SIXTO (ESCRAVITUDE, A);15980
CORU—A;SIXTO (IGLESIA-FERVENZAS);15316
CORU—A;SIXTO (NOGUEIRIDO);15338
CORU—A;SIXTO (PEDRA, A);15365
CORU—A;SIXTO (PERBES);15609
CORU—A;SIXTO (PONTEVEA);15883
CORU—A;SIXTO (RIBADEUME);15329
CORU—A;SIXTO (SAN CLAUDIO);15338
CORU—A;SIXTO (SANTA MARIA DE XESTOSO);15315
CORU—A;SIXTO (SARDI—EIRO);15313
CORU—A;SIXTO (SEQUEIRO-MEIRAS);15550
CORU—A;SIXTO (XAVI—A);15122
CORU—A;SIXTO PEQUENO;15339
CORU—A;SIXTO, O (GANDARA);15149
CORU—A;SIXTOS;15555
CORU—A;SO (AGRA);15186
CORU—A;SOAGRA—A;15594
CORU—A;SOANDRES (SAN PEDRO);15145
CORU—A;SOAPENA;15613
CORU—A;SOASERRA;15612
CORU—A;SOAVILA;15175
CORU—A;SOBALO;15625
CORU—A;SOBECOS;15578
CORU—A;SOBOLOCABO;15357
CORU—A;SOBRADELO;15808
CORU—A;SOBRADO;15813
CORU—A;SOBRADO (BARBOS);15332
CORU—A;SOBRADO (HOMBRE);15608
CORU—A;SOBRADO (MANTARAS);15313
CORU—A;SOBRADO (MARQUI—O);15887
CORU—A;SOBRADO (MELLA);15819
CORU—A;SOBRADO (MESIA);15685
CORU—A;SOBRADO (NEBRA);15978
CORU—A;SOBRADO (TORRES);15638
CORU—A;SOBRAL;15949
CORU—A;SOBRE A VILA;15510
CORU—A;SOBRE DA FONTE;15185
CORU—A;SOBRE DA IGLESIA;15640
CORU—A;SOBRE DOS CAMPOS;15685
CORU—A;SOBREASRIVAS;15144
CORU—A;SOBREAVILA;15553
CORU—A;SOBRECARREIRA;15181
CORU—A;SOBREDO (FOXAS);15822
CORU—A;SOBREDO (PONTE LEDESMA);15882
CORU—A;SOBREDO (RIVADULLA);15880
CORU—A;SOBREIRA (ARCEO);15818
CORU—A;SOBREIRA (BOIMORTO);15818
CORU—A;SOBREIRA (GANDARA);15149
CORU—A;SOBREIRA, A (MONTAOS);15689
CORU—A;SOBREMONTE;15126
CORU—A;SOBRERRIVAS (BARBOS);15332
CORU—A;SOBRERRIVAS (CARCACIA);15914
CORU—A;SOBREVENTANAS;15183
CORU—A;SOBREVILA;15329
CORU—A;SOBREVI—AS;15215
CORU—A;SOBREXEXE;15650
CORU—A;SOBRINS;15892
CORU—A;SOCAMI—O;15615
CORU—A;SOCAMPO;15660
CORU—A;SOCASAS;15119
CORU—A;SOCASTRO (BALCAIDE);15895
CORU—A;SOCASTRO (CERDIDO);15530
CORU—A;SOCASTRO (PADRON);15912
CORU—A;SOCASTRO (RIVADULLA);15880
CORU—A;SOCASTRO (XESTEDA);15186
CORU—A;SOCASTRO DE ARRIBA;15880
CORU—A;SOCORRO;15365
CORU—A;SODREIRA;15317
CORU—A;SOESTO (SAN ESTEBO);15118
CORU—A;SOFAN (LIRA);15292
CORU—A;SOFAN (SAN SALVADOR);15108
CORU—A;SOFANDONIGO;15108
CORU—A;SOFONTES;15174
CORU—A;SOIGLESIA (TREMO);15280
CORU—A;SOILAN;15597
CORU—A;SOJAL;15391
CORU—A;SOL;15880
CORU—A;SOLAINA, A;15623
CORU—A;SOLANA;15172
CORU—A;SOLLANS;15895
CORU—A;SOLLEIROS;15240
CORU—A;SOLLOSO;15326
CORU—A;SOLORES;15339
CORU—A;SOLPOSTO;15580
CORU—A;SOMBREO;15630
CORU—A;SOMEDE (PONTES, AS);15326
CORU—A;SOMONTE;15120
CORU—A;SOMOZA;15984
CORU—A;SOMOZAS (MA—ON);15339
CORU—A;SOMOZAS, AS (FERROL);15565
CORU—A;SON (GRIJOA);15898
CORU—A;SON DE ABAIXO;15890
CORU—A;SON DE AFUERA;15890
CORU—A;SON DE ARRIBA;15890
CORU—A;SON, O (BRENS);15270
CORU—A;SO—EIRO (SAN JULIAN);15168
CORU—A;SO—ORA;15913
CORU—A;SOOCAMI—O;15391
CORU—A;SOOCASTRO;15530
CORU—A;SOOQUINTA;15388
CORU—A;SOPAZO;15317
CORU—A;SOPE;15145
CORU—A;SOPERREDO;15580
CORU—A;SORDEIRAS;15841
CORU—A;SORDINS;15148
CORU—A;SORIGA;15187
CORU—A;SORNA;15125
CORU—A;SORRIBAS (ESCRAVITUDE, A);15980
CORU—A;SORRIBAS (TRABA DE BERGANTI—OS);15147
CORU—A;SORRIZO;15144
CORU—A;SORTELLA;15338
CORU—A;SOSLOUREIROS;15569
CORU—A;SOTES;15618
CORU—A;SOTO, O (CERVAS);15625
CORU—A;SOUFE;15683
CORU—A;SOUTELO (BOA);15218
CORU—A;SOUTELO (MESIA);15685
CORU—A;SOUTELO (PADRON);15912
CORU—A;SOUTI—O (CESPON);15991
CORU—A;SOUTI—O (ENCROBAS, AS);15187
CORU—A;SOUTO (BARALLOBRE);15528
CORU—A;SOUTO (BARBOS);15332
CORU—A;SOUTO (BEMANTES);15635
CORU—A;SOUTO (BOA);15218
CORU—A;SOUTO (BRANDESO);15819
CORU—A;SOUTO (BUAZO);15818
CORU—A;SOUTO (CABANAS);15621
CORU—A;SOUTO (CARNOEDO);15822
CORU—A;SOUTO (CARNOEDO) (2);15169
CORU—A;SOUTO (CELASDEPEIRO);15189
CORU—A;SOUTO (CESURAS);15391
CORU—A;SOUTO (CORREDOIRAS);15807
CORU—A;SOUTO (DEVESOS);15339
CORU—A;SOUTO (FONTELO);15316
CORU—A;SOUTO (GUILIADE);15319
CORU—A;SOUTO (IRIA);15917
CORU—A;SOUTO (LEDO—O);15199
CORU—A;SOUTO (LEIRO);15318
CORU—A;SOUTO (MABEGONDO);15318
CORU—A;SOUTO (MARI—A, A);15592
CORU—A;SOUTO (MEANGOS);15318
CORU—A;SOUTO (MELLA);15819
CORU—A;SOUTO (MESIA);15685
CORU—A;SOUTO (NOGUEIRIDO);15338
CORU—A;SOUTO (PADRON);15912
CORU—A;SOUTO (PANTIN);15553
CORU—A;SOUTO (PONTE DE CASTRO);15685
CORU—A;SOUTO (PONTE DE MERA);15349
CORU—A;SOUTO (PORTO O SEIXO);15626
CORU—A;SOUTO (POSTMARCOS);15948
CORU—A;SOUTO (PRAVIO);15668
CORU—A;SOUTO (PROBAOS);15391
CORU—A;SOUTO (RAIRIZ);15808
CORU—A;SOUTO (RECEMEL);15568
CORU—A;SOUTO (RUTIS);15174
CORU—A;SOUTO (SAN CLAUDIO);15338
CORU—A;SOUTO (SAN CRISTOBO-COUZADOIRO);15339
CORU—A;SOUTO (SANTA MARIA);15316
CORU—A;SOUTO (SEIXAS);15567
CORU—A;SOUTO (SIGRAS);15181
CORU—A;SOUTO (SILLOBRE);15509
CORU—A;SOUTO (SISMUNDI);15369
CORU—A;SOUTO (SOUTO);15806
CORU—A;SOUTO (SUMIO);15966
CORU—A;SOUTO (TREMO);15280
CORU—A;SOUTO (UXES);15690
CORU—A;SOUTO (VILACHA);15617
CORU—A;SOUTO (VISANTO—A);15809
CORU—A;SOUTO (VIZO—O);15318
CORU—A;SOUTO BELLO (BARALLOBRE);15528
CORU—A;SOUTO BELLO (CAMI—O GRANDE);15627
CORU—A;SOUTO BELLO (MANI—OS);15520
CORU—A;SOUTO BELLO (VALDOVI—O);15552
CORU—A;SOUTO CALVO;15318
CORU—A;SOUTO CALVO (FERREIRAS);15563
CORU—A;SOUTO CALVO (VILARMAIOR);15637
CORU—A;SOUTO CHAO (SEIXAS);15567
CORU—A;SOUTO CHAO (SISMUNDI);15369
CORU—A;SOUTO DA CANA;15626
CORU—A;SOUTO DA IGLESIA;15168
CORU—A;SOUTO DA RIVEIRA;15520
CORU—A;SOUTO DA VILA;15563
CORU—A;SOUTO DAS FOXAS;15500
CORU—A;SOUTO DE ABAIXO;15687
CORU—A;SOUTO DE ARRIBA;15183
CORU—A;SOUTO DE ARRIBA (BALON);15593
CORU—A;SOUTO DE ARRIBA (BERREO);15687
CORU—A;SOUTO DE CUARTO;15184
CORU—A;SOUTO DE MORLAN;15687
CORU—A;SOUTO DO VAL;15318
CORU—A;SOUTO FIGUEIRA;15184
CORU—A;SOUTO GRANDE;15528
CORU—A;SOUTO GRANDE (ENTRECRUCES);15109
CORU—A;SOUTO GRANDE (GUILIADE);15319
CORU—A;SOUTO GRANDE (MABEGONDO);15318
CORU—A;SOUTO LOURAL;15819
CORU—A;SOUTO NOVO (CESPON);15991
CORU—A;SOUTO NOVO (PONTE NOVAL);15349
CORU—A;SOUTO NOVO (VILARRUBE);15554
CORU—A;SOUTO, O (LEIRA);15689
CORU—A;SOUTO, O (MERCURIN);15689
CORU—A;SOUTO, O (SENRA);15688
CORU—A;SOUTOBASTAO;15313
CORU—A;SOUTOCHAN;15149
CORU—A;SOUTOMOR;15339
CORU—A;SOUTOREDONDO;15212
CORU—A;SOUTOVELLO (MEIRAS);15168
CORU—A;SOUTOZAR;15689
CORU—A;SOUTRANDE;15368
CORU—A;SOUTULLO (ARANGA);15317
CORU—A;SOUTULLO (IGLESIAFEITA);15580
CORU—A;SOUTULLO (LAGO);15551
CORU—A;SOUTULLO (ORXAL);15819
CORU—A;SOUTULLO (SANTA CRUZ MOECHE);15569
CORU—A;SOUTULLO (SANTA MARIA);15145
CORU—A;SOUTULLO (SILVAN);15147
CORU—A;SOUTULLO (TOURO);15822
CORU—A;SOUTULLO, O (MA—ON);15339
CORU—A;SOUTULLOS;15280
CORU—A;SU A AGRA (FORNELOS);15851
CORU—A;SUAGRA—A;15594
CORU—A;SUAHERMIDA (SOMEDE);15326
CORU—A;SUAPENA DE ABAIXO (FREIXO);15326
CORU—A;SUAPENA DE ARRIBA (FREIXO);15326
CORU—A;SUARRIBA;15153
CORU—A;SUARRIBA (SAN MAMEDE);15326
CORU—A;SUARRIBA (SOMOZAS);15565
CORU—A;SUAVILA;15816
CORU—A;SUB (PENA);15338
CORU—A;SUB (PENIDO);15338
CORU—A;SUB ARRIBA;15338
CORU—A;SUBCIRA;15881
CORU—A;SUBEIRO;15127
CORU—A;SUBIDAS, AS;15913
CORU—A;SUBI—A;15177
CORU—A;SUBRES;15822
CORU—A;SUBSEIXO (FREIXO);15326
CORU—A;SUCADIO;15186
CORU—A;SUCADIO DE ABAIXO (FREIXO);15326
CORU—A;SUCADIO DE ARRIBA;15326
CORU—A;SUCADIO DO MEDIO;15326
CORU—A;SUCARREIRA;15808
CORU—A;SUCASTRO;15310
CORU—A;SUDREIRA;15317
CORU—A;SUDREIROS;15314
CORU—A;SUEIRAS;15565
CORU—A;SUEIRO;15198
CORU—A;SUEVOS (MAZARICOS);15258
CORU—A;SUEVOS (SAN MARTI—O-PASTORIZA);15140
CORU—A;SUEVOS (SUEVOS);15862
CORU—A;SUEVOS (TRASMONTE);15864
CORU—A;SUGRAIS;15846
CORU—A;SUIGLESIA (ASADOS);15984
CORU—A;SUINLLE;15568
CORU—A;SULLEO;15564
CORU—A;SUMEIRO (ESPI—EREDO);15582
CORU—A;SUMEIRO (FERREIRA);15563
CORU—A;SUMEIROS;15326
CORU—A;SUMIERO;15612
CORU—A;SUMIO (SANTIAGO);15184
CORU—A;SU—IN;15367
CORU—A;SUOMONTE;15564
CORU—A;SURA;15870
CORU—A;SUSAN;15985
CORU—A;SUSANA (SERGUDE);15881
CORU—A;SUSANA, A (PI—EIRO);15893
CORU—A;SUSARRON;15317
CORU—A;SUSAVILA;15981
CORU—A;SUSCUIDO;15349
CORU—A;SUSO (ARTEIXO);15141
CORU—A;SUSO (CORREDOIRAS);15807
CORU—A;SUSO (FERREIROS);15824
CORU—A;SUXO;15126
CORU—A;TA (IGLESIA FERVENZAS);15316
CORU—A;TABAQUES, OS;15319
CORU—A;TABEAIO;15182
CORU—A;TABEIRA (GOLMAR);15145
CORU—A;TABEIRA (PRIORADA);15809
CORU—A;TABEIRA (ZAS DE REI);15807
CORU—A;TABERNA (MUNIFERRAL);15317
CORU—A;TABERNA (PROBAOS);15391
CORU—A;TABERNA (XANCEDA);15688
CORU—A;TABERNA, A (ABELLA);15685
CORU—A;TABERNANOVA (COIRO);15145
CORU—A;TABERNANOVA (FIGUEROA);15318
CORU—A;TABERRA;15685
CORU—A;TABLILLA;15186
CORU—A;TABOADA (BUXAN);15873
CORU—A;TABOADA (ENTRECRUCES);15109
CORU—A;TABOADA (FERREIROS);15824
CORU—A;TABOADA (MANDIA);15595
CORU—A;TABOADA (PONTENOVA);15873
CORU—A;TABOADA (PROBAOS);15391
CORU—A;TABOADA (SILLOBRE);15509
CORU—A;TABOADA (VISURA);15618
CORU—A;TABOAS;15145
CORU—A;TABOAS (MANDAIO);15388
CORU—A;TABOAS (VIGO-SAN VICENTE);15175
CORU—A;TABOIDO;15116
CORU—A;TAFORNELOS;15568
CORU—A;TAHONA;15873
CORU—A;TAIBO;15169
CORU—A;TAIN;15391
CORU—A;TAIPA;15338
CORU—A;TAJON;15809
CORU—A;TAL DE ABAIXO;15289
CORU—A;TAL DE ARRIBA;15289
CORU—A;TALAIA;15126
CORU—A;TALIEIRO;15553
CORU—A;TALIN;15808
CORU—A;TALLADAS;15145
CORU—A;TALLARA;15216
CORU—A;TALLO (SAN ANDRES);15111
CORU—A;TALLON;15332
CORU—A;TALLOS;15981
CORU—A;TALON;15124
CORU—A;TAMARELA;15310
CORU—A;TAMARIN;15685
CORU—A;TAMBRE (FECHA);15870
CORU—A;TAMBRE (MARQUI—O);15887
CORU—A;TAMBRE (ROO);15211
CORU—A;TAMBRE (URDILDE);15281
CORU—A;TAMOU;15807
CORU—A;TA—E;15683
CORU—A;TA—EIRA;15332
CORU—A;TA—OI;15685
CORU—A;TANXIL;15920
CORU—A;TAPIA (ARTES);15108
CORU—A;TAPIA (BURGO, O);15679
CORU—A;TAPIA (MALLON);15846
CORU—A;TAPIA (PORTO ESPASANTE);15339
CORU—A;TAPIA (PORTOMOURO);15871
CORU—A;TAPIA (SOANDRES-LARACHA);15145
CORU—A;TARA;15997
CORU—A;TARABELO;15160
CORU—A;TARAGO—A;15985
CORU—A;TARAIO;15112
CORU—A;TARAMANCOS;15218
CORU—A;TARAMBELO;15563
CORU—A;TARAMU—O;15175
CORU—A;TARANBOLLO;15108
CORU—A;TARA—O;15358
CORU—A;TARAS;15236
CORU—A;TARAS (SAN XIAN);15236
CORU—A;TARAZA;15550
CORU—A;TARELA;15998
CORU—A;TARES;15108
CORU—A;TARRAO;15327
CORU—A;TARRENTOS;15686
CORU—A;TARRIO (ABELLA);15685
CORU—A;TARRIO (BARO—A);15979
CORU—A;TARRIO (DODRO);15981
CORU—A;TARRIO (FENE);15500
CORU—A;TARRIO (LAVACOLLA);15820
CORU—A;TARRIO (LOXO);15822
CORU—A;TARRIO (MANDAIO);15388
CORU—A;TARRIO (OSEBE);15866
CORU—A;TARRIO (QUEIRUGA);15998
CORU—A;TARRIO (RESTANDE);15687
CORU—A;TARRIO (SARANDON);15886
CORU—A;TARRIO (TARRIO);15189
CORU—A;TARRIO (XAVESTRE);15687
CORU—A;TARRIO (ZAS DE REI);15807
CORU—A;TARROAL;15861
CORU—A;TARROEIRA (CEBREIRO);15823
CORU—A;TARROEIRA (CUMBRAOS);15685
CORU—A;TARROEIRA (ESPERON);15182
CORU—A;TARROEIRA (SUMIO);15184
CORU—A;TARROEIRA (VIZO—O);15318
CORU—A;TARROEIRA, A (AMES);15864
CORU—A;TARRUBO;15319
CORU—A;TASARA—O;15122
CORU—A;TASENDE;15186
CORU—A;TATIN;15167
CORU—A;TAVILO;15287
CORU—A;TAXEA;15183
CORU—A;TAXES;15291
CORU—A;TEAIO;15982
CORU—A;TEA—O;15937
CORU—A;TEDIN (LIRES);15139
CORU—A;TEDIN (VIMIANZO);15129
CORU—A;TEILLOR;15808
CORU—A;TEIRA;15969
CORU—A;TEIXEDELOS;15325
CORU—A;TEIXEDO;15111
CORU—A;TEIXEIRA (ARTES);15969
CORU—A;TEIXEIRA DE ABAIXO;15613
CORU—A;TEIXEIRA DE ARRIBA;15613
CORU—A;TEIXEIRO (AREAS);15314
CORU—A;TEIXEIRO (DEVESOS);15339
CORU—A;TEIXEIRO (FERREIRA);15598
CORU—A;TEIXEIRO (RECEMIL);15568
CORU—A;TEIXEIRO (SAN CRISTOBO-COUZADOIRO);15339
CORU—A;TEIXEIRO (SOMOZAS);15565
CORU—A;TEIXEIRO (VISURA);15618
CORU—A;TEIXIDE;15818
CORU—A;TEIXIDELO;15338
CORU—A;TEIXIDELOS;15610
CORU—A;TEIXIDO;15339
CORU—A;TEIXIDO DE ABAIXO;15613
CORU—A;TEIXIDO DE ARRIBA;15613
CORU—A;TEIXIDON;15855
CORU—A;TEIXIN;15809
CORU—A;TEIXO, O;15613
CORU—A;TEIXOEIRA (CABOVILA—O);15146
CORU—A;TEIXOEIRA (CAMPO HOSPITAL);15359
CORU—A;TEIXOEIRA (FREIRES);15332
CORU—A;TEIXOEIRA (GRANDAL);15616
CORU—A;TEIXOEIRA (MONTEAGUDO);15144
CORU—A;TEIXOEIRA (PANTIN);15553
CORU—A;TEIXOEIRA DE ABAIXO;15338
CORU—A;TEIXOEIRA DE ARRIBA;15338
CORU—A;TEIXOEIRAS (AGUALADA);15147
CORU—A;TEIXOEIRAS (BUXANTES);15151
CORU—A;TEIXOEIRAS (CUMBRAOS);15685
CORU—A;TEIXOEIRAS (HERVES);15183
CORU—A;TEIXOEIRAS (SAN CLAUDIO);15338
CORU—A;TEIXUEIRA;15292
CORU—A;TEJO;15885
CORU—A;TELLA (ARTES);15108
CORU—A;TELLA (NANDE);15119
CORU—A;TELLA (SAN ELEUTERIO);15110
CORU—A;TELLADO (ENCHOUSAS);15566
CORU—A;TELLADO (FENE);15500
CORU—A;TELLADO (SANTA CRUZ DE MOECHE);15564
CORU—A;TELLADO (VALLEGESTOSO);15315
CORU—A;TELLADOS;15814
CORU—A;TELLAS;15349
CORU—A;TELLE;15630
CORU—A;TELLEIRA (ARMENTON);15144
CORU—A;TELLEIRA (ARTES);15108
CORU—A;TELLEIRA (BOA);15218
CORU—A;TELLEIRA (CABOVILA—O);15146
CORU—A;TELLEIRA (GOLMAR);15145
CORU—A;TELLEIRA (MARI—A, A);15592
CORU—A;TELLEIRA (MESIA);15685
CORU—A;TELLEIRA (NARON);15578
CORU—A;TELLEIRA (NOGUEIRIDO);15338
CORU—A;TELLEIRA (REVOLTAS);15116
CORU—A;TELLEIRAS;15500
CORU—A;TELLEIRAS (SEQUEIRO-MEIRAS);15550
CORU—A;TELLEIRAS (XUBIA);15572
CORU—A;TELLEIRO;15210
CORU—A;TELLEIRO (OZA RIOS);15389
CORU—A;TELLEIRO (PONTE DE CASTRO);15685
CORU—A;TELLEIRO (QUEIXAS);15186
CORU—A;TELLEIRO (TELLEIRO);15310
CORU—A;TELOI;15622
CORU—A;TELVA (SIGRAS, DE);15181
CORU—A;TELVA, A (RUTIS);15174
CORU—A;TEMBRA;15865
CORU—A;TEMBRAS;15598
CORU—A;TEMPLE (SANTA MARIA);15679
CORU—A;TENDA;15145
CORU—A;TENENCIA;15623
CORU—A;TEO;15886
CORU—A;TERBA;15325
CORU—A;TERCIAS (LANDOI);15366
CORU—A;TERCIAS (TERCIAS);15618
CORU—A;TERCIO, O;15314
CORU—A;TERELLE;15239
CORU—A;TERNANDE;15115
CORU—A;TERQUEIRAS;15618
CORU—A;TERREO;15318
CORU—A;TERREO, O;15319
CORU—A;TERRON;15635
CORU—A;TERRONA;15978
CORU—A;TESOURO;15580
CORU—A;TEUROPEIRA;15627
CORU—A;TEXEXE;15866
CORU—A;TIDE;15358
CORU—A;TIEIRA;15684
CORU—A;TIEIRA DE BAIUCA;15685
CORU—A;TIEIRA GRANDE;15685
CORU—A;TIEIRA PEQUENA;15685
CORU—A;TIGUEIRA;15185
CORU—A;TILLEIRA;15187
CORU—A;TILLEIRO;15358
CORU—A;TILOS, OS (UR);15894
CORU—A;TIMIRAOS;15552
CORU—A;TINEO (LOIRA);15542
CORU—A;TINEO (MONFERO);15618
CORU—A;TINES (SANTA EULALIA);15127
CORU—A;TINGLADO;15338
CORU—A;TI—OSO;15685
CORU—A;TINTEIRA (INSUA);15338
CORU—A;TINTEIRA (NEDA);15510
CORU—A;TIOBRE (SAN MARTI—O);15319
CORU—A;TIOPEIRA, A;15689
CORU—A;TIQUION;15565
CORU—A;TIRAS;15689
CORU—A;TIRAZ;15580
CORU—A;TIS;15142
CORU—A;TISETE;15806
CORU—A;TIULFE;15313
CORU—A;TIVIANES;15684
CORU—A;TIXOLI—O;15821
CORU—A;TIXOSA;15807
CORU—A;TOA;15818
CORU—A;TOANDE;15819
CORU—A;TOBA (SANTO ANDRAN);15137
CORU—A;TOBA DE ABAIXO;15137
CORU—A;TOBA DE ARRIBA;15137
CORU—A;TOCA;15568
CORU—A;TOELEIRA;15577
CORU—A;TOGEIRO;15286
CORU—A;TOIMIL;15550
CORU—A;TOIVERDE;15582
CORU—A;TOIXEIRO;15339
CORU—A;TOLAN (CAMPI—O);15949
CORU—A;TOLAN (FOXAS);15822
CORU—A;TOLAN (PONTE LEDESMA);15882
CORU—A;TOLDA (GALLADO);15317
CORU—A;TOLDA (VAL DE XESTOSO);15315
CORU—A;TOLDA, A;15635
CORU—A;TOMADA;15949
CORU—A;TOMBA;15359
CORU—A;TOMONDE;15880
CORU—A;TOPE;15339
CORU—A;TOQUES;15809
CORU—A;TORANTE;15813
CORU—A;TORAS (SANTA MARIA);15145
CORU—A;TORDOIA (SAN XOAN);15683
CORU—A;TOREA;15290
CORU—A;TOREE;15569
CORU—A;TORELO;15129
CORU—A;TORES;15978
CORU—A;TORNA;15687
CORU—A;TORNEIRO;15338
CORU—A;TORNEIROS (INSUA);15338
CORU—A;TORNEIROS (MELLA);15819
CORU—A;TORNIL;15287
CORU—A;TOR—O;15189
CORU—A;TORNO (ARGALO);15217
CORU—A;TORNO (CAMPO HOSPITAL);15359
CORU—A;TORNO (MONTE);15561
CORU—A;TORNO (VISURA);15618
CORU—A;TORNO DE ABAIXO;15359
CORU—A;TORNOS (DORNEDA);15178
CORU—A;TORNOS (MEIRAS);15168
CORU—A;TORNOS (SANTA MARIA DE XESTOSO);15315
CORU—A;TORRE (AMEIXEIRA);15391
CORU—A;TORRE (ANXERIZ);15684
CORU—A;TORRE (ARANGA);15317
CORU—A;TORRE (AREAS);15314
CORU—A;TORRE (BARBOS);15332
CORU—A;TORRE (BERREO);15687
CORU—A;TORRE (BRANZA);15819
CORU—A;TORRE (BRION);15865
CORU—A;TORRE (CAAMA—O);15996
CORU—A;TORRE (CABOVILA—O);15146
CORU—A;TORRE (CAMPOLONGO);15614
CORU—A;TORRE (CORREDOIRAS);15807
CORU—A;TORRE (DE ANDEIRO);15669
CORU—A;TORRE (DEVESOS);15339
CORU—A;TORRE (FEAS);15317
CORU—A;TORRE (FENE);15500
CORU—A;TORRE (FERREIROS);15824
CORU—A;TORRE (FIGUEROA);15318
CORU—A;TORRE (FILGUEIRA TRABA);15391
CORU—A;TORRE (FREIXO);15326
CORU—A;TORRE (GORGULLOS);15684
CORU—A;TORRE (IGLESIAFEITA);15580
CORU—A;TORRE (LAGO);15551
CORU—A;TORRE (LARACHA);15145
CORU—A;TORRE (LARAXE);15622
CORU—A;TORRE (LENDO);15145
CORU—A;TORRE (LESTON);15145
CORU—A;TORRE (MABEGONDO);15318
CORU—A;TORRE (MANTARAS);15314
CORU—A;TORRE (MARQUI—O);15887
CORU—A;TORRE (MERA);15177
CORU—A;TORRE (MESIA);15685
CORU—A;TORRE (MONFERO);15618
CORU—A;TORRE (MUNIFERRAL);15317
CORU—A;TORRE (ORXAL, O);15819
CORU—A;TORRE (PORTO ESPASANTE);15339
CORU—A;TORRE (PORTO);15622
CORU—A;TORRE (PRESARAS);15807
CORU—A;TORRE (PRIORADA);15809
CORU—A;TORRE (PROBAOS);15391
CORU—A;TORRE (RIBADEUME);15329
CORU—A;TORRE (ROADE);15815
CORU—A;TORRE (RODIS);15186
CORU—A;TORRE (SALES);15885
CORU—A;TORRE (SAN CLAUDIO);15338
CORU—A;TORRE (SANTA COMBA);15841
CORU—A;TORRE (SANTA MARIA DE XESTOSO);15315
CORU—A;TORRE (SENRA);15688
CORU—A;TORRE (SERGUDE);15881
CORU—A;TORRE (SIGUEIRO);15884
CORU—A;TORRE (SILLOBRE);15509
CORU—A;TORRE (SILVAN);15147
CORU—A;TORRE (SISAMO);15106
CORU—A;TORRE (SOANDRES);15145
CORU—A;TORRE (SOMOZAS);15565
CORU—A;TORRE (TOURO);15822
CORU—A;TORRE (VALLADARES);15239
CORU—A;TORRE (VILACHA);15617
CORU—A;TORRE (XANCEDA-IGLESIA, A);15685
CORU—A;TORRE BRANCA, A;15873
CORU—A;TORRE DA ENFESTA, A;15890
CORU—A;TORRE DE ABAIXO;15880
CORU—A;TORRE DE ARRIBA;15880
CORU—A;TORRE DE CILLOBRE;15145
CORU—A;TORRE DE LAMA, A;15339
CORU—A;TORRE DE MEIXIGO;15669
CORU—A;TORRE DO MEDIO;15880
CORU—A;TORRE NOGUEIRA;15147
CORU—A;TORRE, A;15186
CORU—A;TORRE, A (AIAZO);15686
CORU—A;TORRE, A (BEMANTES);15635
CORU—A;TORRE, A (CACHEIRAS);15883
CORU—A;TORRE, A (CERVAS);15625
CORU—A;TORRE, A (CESAR-SANTA MARIA);15884
CORU—A;TORRE, A (LUBRE);15166
CORU—A;TORRE, A (MATASUEIRO);15239
CORU—A;TORRE, A (MOAR);15686
CORU—A;TORRE, A (PONTEVEA);15883
CORU—A;TORRE, A (SAN VICENTE DE MARANTES);15884
CORU—A;TORRE, A (SARCES);15518
CORU—A;TORRE, A (VERDIA);15884
CORU—A;TORRE, A (VILAR-SAN PEDRO);15614
CORU—A;TORRECOBADI—A;15122
CORU—A;TORREIRA (SANTAIA DE GORGULLOS);15684
CORU—A;TORREIRA, A;15898
CORU—A;TORREIRO (FEAS);15317
CORU—A;TORREIRO (MABEGONDO);15318
CORU—A;TORREIRO (VISANTO—A);15689
CORU—A;TORREIS DE ABAIXO;15822
CORU—A;TORREIS DE ARRIBA;15822
CORU—A;TORRELAVANDEIRA;15316
CORU—A;TORRENTE (FIGUEROA);15318
CORU—A;TORRENTE (MEIRAS);15168
CORU—A;TORRENTE (SANTIAGO);15899
CORU—A;TORRENTE (VIZO—O);15318
CORU—A;TORRENTES (PONTE DE MERA);15349
CORU—A;TORRENTES (VILARRUBE);15554
CORU—A;TORRENTES (VISTA ALEGRE);15577
CORU—A;TORRENTOS;15686
CORU—A;TORRES (BORRIFANS);15390
CORU—A;TORRES (MENS);15113
CORU—A;TORRES (OLEIROS);15173
CORU—A;TORRES (PONTEDEUME);15638
CORU—A;TORRES (VERDIA);15884
CORU—A;TORRES (VIMIANZO);15129
CORU—A;TORRES DE LORBE;15177
CORU—A;TORRES, AS (MENS);15113
CORU—A;TORRES, AS (OZA);15107
CORU—A;TORRILLON;15326
CORU—A;TORRI—A (OUSO—O);15210
CORU—A;TORRI—A (ZAS DE REI);15807
CORU—A;TORROAL;15140
CORU—A;TORRON;15168
CORU—A;TORTAS;15577
